intent,web_ref,title,price,suburb,city,property_type,beds,baths,availability,deposit,lease_period,address,agent,phones,whatsapp_links,exclude_tags,url
buy,AP23957,2 Bedroom Package Home For Sale in Hazeldean,"R4,315,000",Hazeldean,Pretoria,Package Home,2,2.5,,,,,Andre Sciocatti,082 930 7386; 012 348 0123; 082 551 7990,[082 930 7386](https://wa.me/27829307386); [082 551 7990](https://wa.me/27825517990),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hazeldean/package-home/3081437/
buy,AP22797,3 Bedroom Duplex For Sale in Ben Fleur,"R1,520,000",Ben Fleur,Witbank,Duplex,3,2.5,,,,,Charlotte Erasmus,082 444 5332; 013 590 0665,[082 444 5332](https://wa.me/27824445332),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/ben-fleur/duplex/2211160/
buy,AP23905,2 Bedroom Simplex For Sale in Pierre Van Ryneveld,"R1,100,000",Pierre Van Ryneveld,Centurion,Simplex,2,1,,,,,Lenie Visage,083 259 5342; 012 348 0123; 084 870 1465,[083 259 5342](https://wa.me/27832595342); [084 870 1465](https://wa.me/27848701465),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/pierre-van-ryneveld/simplex/3053956/
buy,AP24074,"1,047Ha Farm For Sale in Roedtan","R22,500,000",Roedtan,Mookgopong,Farm,30,10,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/roedtan/farm/3143221/
buy,AP24084,4 Bedroom House For Sale in Moreleta Park,"R2,950,000",Moreleta Park,Pretoria,House,4,2,,,,,Herman Van Rooy,082 494 1449; 012 348 0123,[082 494 1449](https://wa.me/27824941449),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/moreleta-park/house/3147652/
buy,AP23920,3 Bedroom Townhouse For Sale in La Montagne,"R1,149,000",La Montagne,Pretoria,Townhouse,3,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/la-montagne/townhouse/3072899/
buy,AP23960,2 Bedroom Package Home For Sale in Silver Lakes,"R4,915,000",Silver Lakes,Pretoria,Package Home,2,2.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silver-lakes/package-home/3082300/
buy,AP23380,4 Bedroom House For Sale in Ben Fleur,"R2,200,000",Ben Fleur,Witbank,House,4,2.5,,,,,Willa Lombard,082 566 1354; 013 590 0665,[082 566 1354](https://wa.me/27825661354),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/ben-fleur/house/2786314/
buy,AP23754,3 Bedroom House For Sale in Waterkloof,"R4,750,000",Waterkloof,Pretoria,House,3,3,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof/house/2995955/
buy,AP22879,3 Bedroom Townhouse For Sale in Pretoriuspark,"R1,582,500",Pretoriuspark,Pretoria,Townhouse,3,3,,,,,,061 409 4722; 012 348 0123,[061 409 4722](https://wa.me/27614094722),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/pretoriuspark/townhouse/2275409/
buy,AP23805,3 Bedroom Townhouse For Sale in Equestria,"R1,750,000",Equestria,Pretoria,Townhouse,3,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/townhouse/3019146/
buy,AP23409,4 Bedroom Gated Estate For Sale in Waterkloof,"R6,999,000",Waterkloof,Pretoria,Gated Estate,4,3,,,,,Vivienne Doeg,082 301 6767; 012 348 0123,[082 301 6767](https://wa.me/27823016767),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/waterkloof/gated-estate/2797709/
buy,AP19949,20Ha Smallholding For Sale in Mookgopong,"R2,100,000",Mookgopong,Mookgopong,Smallholding,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/smallholding/845919/
buy,AP24076,3 Bedroom Simplex For Sale in Elandspoort,"R900,000",Elandspoort,Pretoria,Simplex,3,1,,,,,Rina Verryne,083 269 0085; 012 348 0123,[083 269 0085](https://wa.me/27832690085),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/elandspoort/simplex/3143368/
buy,AP19667,"58,000m2 Smallholding For Sale in Mooiplaats AH","R6,840,000",Mooiplaats Ah,Pretoria,Smallholding,6,4.5,,,,"55 Hadeda str, Mooiplaats AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/mooiplaats-ah/smallholding/851211/55-hadeda-str/
buy,AP23981,3 Bedroom Townhouse For Sale in Silverton,"R1,350,000",Silverton,Pretoria,Townhouse,3,2,,,,,Marianne Kenny,072 456 1802; 012 348 0123,[072 456 1802](https://wa.me/27724561802),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverton/townhouse/3096418/
buy,AP24136,2 Bedroom Sectional Title For Sale in Rietvlei Heights Country Estate,"R1,650,000",Rietvlei Heights Country Estate,Pretoria,Sectional Title,2,2,,,,,Melanie Burrell,082 653 5568; 012 940 0099,[082 653 5568](https://wa.me/27826535568),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/rietvlei-heights-country-estate/sectional-title/3172100/
buy,AP23132,2 Bedroom Townhouse For Sale in Equestria,"R699,000",Equestria,Pretoria,Townhouse,2,1,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/townhouse/2443969/
buy,AP24049,3 Bedroom Townhouse For Sale in Equestria,"R2,795,000",Equestria,Pretoria,Townhouse,3,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),retirement; assisted-living,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/townhouse/3134805/
buy,AP23647,2 Bedroom Apartment For Sale in Brooklyn,"R1,975,000",Brooklyn,Pretoria,Apartment,2,2,,,,,Sandy Lunt,0823222322; 012 348 0123,[0823222322](https://wa.me/27823222322),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/brooklyn/apartment/2947340/
buy,AP24063,4 Bedroom Gated Estate For Sale in Irene Farm Villages,"R4,990,000",Irene Farm Villages,Centurion,Gated Estate,4,4.5,,,,,Melanie Burrell,082 653 5568; 012 940 0099,[082 653 5568](https://wa.me/27826535568),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/irene-farm-villages/gated-estate/3140937/
buy,AP23974,1 Bedroom Apartment For Sale in Menlyn,"R4,400,000",Menlyn,Pretoria,Apartment,1,1.5,,,,"504 Trilogy, 504 Mercy, Menlyn, Pretoria",Andre Sciocatti,082 930 7386; 012 348 0123,[082 930 7386](https://wa.me/27829307386),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/menlyn/apartment/3091039/504-trilogy-504-mercy/
buy,AP22814,3 Bedroom Freehold For Sale in Frankfort,"R1,395,000",Frankfort,Frankfort,Freehold,3,1.5,,,,"10 Carolina street, Frankfort, Frankfort",Rina Verryne,083 269 0085; 012 348 0123,[083 269 0085](https://wa.me/27832690085),,https://www.appleproperty.co.za/results/residential/for-sale/frankfort/frankfort/freehold/2252294/10-carolina-street/
buy,AP24057,3 Bedroom House For Sale in Mookgopong,"R1,300,000",Mookgopong,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/3138996/
buy,AP23273,908m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718511/
buy,AP24035,8.80Ha Smallholding For Sale in Bela Bela Rural,"R1,200,000",Bela Bela Rural,Bela Bela,Smallholding,2,2,,,,,,062 568 0285; 065 851 0009,[062 568 0285](https://wa.me/27625680285); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/smallholding/3126186/
buy,AP24092,2 Bedroom Simplex For Sale in Highveld,"R1,050,000",Highveld,Centurion,Simplex,2,2,,,,,Magde Meyer,083 387 3437; 012 940 0099,[083 387 3437](https://wa.me/27833873437),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/highveld/simplex/3150682/
buy,AP23882,21Ha Farm For Sale in Bela Bela,"R2,690,000",Bela Bela,Bela Bela,Farm,4,2,,,,,,082 490 7659; 065 851 0009,[082 490 7659](https://wa.me/27824907659); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/farm/3044636/
buy,AP23899,2 Bedroom Townhouse For Sale in Equestria,"R1,049,000",Equestria,Pretoria,Townhouse,2,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/equestria/townhouse/3049743/
buy,AP24144,3 Bedroom House For Sale in Bankenveld Estate,"R3,700,000",Bankenveld Estate,Witbank,House,3,2.5,,,,,Milena Kanka,013 590 0665,,,https://www.appleproperty.co.za/results/residential/for-sale/witbank/bankenveld-estate/house/3177296/
buy,AP23652,8.50Ha Smallholding For Sale in Mookgopong,"R1,650,000",Mookgopong,Mookgopong,Smallholding,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/smallholding/2949667/
buy,AP17762,0.5 Bedroom Apartment For Sale in Hatfield,"R690,000",Hatfield,Pretoria,Apartment,0.5,1,,,,,Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/844175/
buy,AP22244,2 Bedroom Retirement Unit For Sale in Mookgopong,"R1,070,000",Mookgopong,Mookgopong,Retirement Unit,2,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/retirement-unit/1711291/
buy,AP24114,3 Bedroom Sectional Title For Sale in Lynnwood Ridge,"R1,950,000",Lynnwood Ridge,Pretoria,Sectional Title,3,2,,,,,Este Moolman,083 268 0736; 012 348 0123,[083 268 0736](https://wa.me/27832680736),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/lynnwood-ridge/sectional-title/3165012/
buy,AP23973,2 Bedroom Townhouse For Sale in Silverton,"R990,000",Silverton,Pretoria,Townhouse,2,2,,,,,Hannelize Wilken,084 580 8700; 012 348 0123,[084 580 8700](https://wa.me/27845808700),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverton/townhouse/3090412/
buy,AP22721,996m2 Vacant Land For Sale in Boschkop AH,"R1,695,000",Boschkop Ah,Pretoria,Vacant Land,,,,,,"470 Boschkop Road, Boschkop AH, Pretoria",Koos Smit,082 555 4776; 012 348 0123,[082 555 4776](https://wa.me/27825554776),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/boschkop-ah/vacant-land/2182304/470-boschkop-road/
buy,AP23049,3 Bedroom Freestanding For Sale in Monument Park,"R2,750,000",Monument Park,Pretoria,Freestanding,3,2,,,,,Rina Verryne,083 269 0085; 012 348 0123,[083 269 0085](https://wa.me/27832690085),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/monument-park/freestanding/2383486/
buy,AP23281,930m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718781/
buy,AP23441,3 Bedroom Freehold For Sale in Bela Bela,"R1,135,000",Bela Bela,Bela Bela,Freehold,3,2,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),retirement,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/freehold/2830069/
buy,AP23507,3 Bedroom Townhouse For Sale in Silverton,"R1,350,000",Silverton,Pretoria,Townhouse,3,2,,,,,Marianne Kenny,072 456 1802; 012 348 0123,[072 456 1802](https://wa.me/27724561802),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverton/townhouse/2894855/
buy,AP24059,7 Bedroom House For Sale in Modimolle,"R1,790,000",Modimolle,Modimolle,House,7,3.5,,,,,,065 921 3851; 065 851 0009,[065 921 3851](https://wa.me/27659213851); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/modimolle/modimolle/house/3139134/
buy,AP22767,3 Bedroom House For Sale in Mookgopong,"R1,380,000",Mookgopong,Mookgopong,House,3,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/house/2198934/
buy,AP23890,1 Bedroom Apartment For Sale in Menlyn,"R3,990,000",Menlyn,Pretoria,Apartment,1,1,,,,,Andre Sciocatti,082 930 7386; 012 348 0123,[082 930 7386](https://wa.me/27829307386),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/menlyn/apartment/3046546/
buy,AP24018,2 Bedroom Townhouse For Sale in Reyno Ridge,"R960,000",Reyno Ridge,Witbank,Townhouse,2,1,,,,,Coleen Fourie,072 428 8144; 013 590 0665,[072 428 8144](https://wa.me/27724288144),,https://www.appleproperty.co.za/results/residential/for-sale/witbank/reyno-ridge/townhouse/3117620/
buy,AP20715,1 Bedroom Apartment For Sale in Hatfield,"R950,000",Hatfield,Pretoria,Apartment,1,1,,,,"00 441 @ Kirkness, 441 Kirkness, Hatfield, Pretoria",Rita Fitzgerald,083 228 9633; 012 348 0123,[083 228 9633](https://wa.me/27832289633),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hatfield/apartment/976222/00-441-kirkness-441-kirkness/
buy,AP22427,332.90Ha Farm For Sale in Mookgopong,"R4,250,000",Mookgopong,Mookgopong,Farm,1,1,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/farm/1765918/
buy,AP22236,2 Bedroom Retirement Unit For Sale in Mookgopong,"R1,270,000",Mookgopong,Mookgopong,Retirement Unit,2,2,,,,,Erinda Van Aswegen,072 542 7373,[072 542 7373](https://wa.me/27725427373),retirement,https://www.appleproperty.co.za/results/residential/for-sale/mookgopong/mookgopong/retirement-unit/1705410/
buy,AP23982,3 Bedroom Freehold For Sale in Bela Bela,"R1,699,000",Bela Bela,Bela Bela,Freehold,3,2,,,,,,065 921 3851; 065 851 0009,[065 921 3851](https://wa.me/27659213851); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela/freehold/3102426/
buy,AP23954,3 Bedroom Package Home For Sale in Silver Lakes,"R5,465,000",Silver Lakes,Pretoria,Package Home,3,3.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silver-lakes/package-home/3081324/
buy,AP23650,2 Bedroom Apartment For Sale in Pretoria Central,"R450,000",Pretoria Central,Pretoria,Apartment,2,2,,,,"98 Prestige Park Retirement Centre, 314 Scheiding, Pretoria Central, Pretoria",Vinette Smit,0826529627; 012 348 0123,[0826529627](https://wa.me/27826529627),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/pretoria-central/apartment/2947455/98-prestige-park-retirement-centre-314-scheiding/
buy,AP23901,2 Bedroom House For Sale in Erasmuskloof,"R2,300,000",Erasmuskloof,Pretoria,House,2,1.5,,,,,Betsie Summerfield,083 488 4748; 012 348 0123,[083 488 4748](https://wa.me/27834884748),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/erasmuskloof/house/3050832/
buy,AP23271,889m2 Vacant Land For Sale in Silverwoods Country Estate,"R2,500,000",Silverwoods Country Estate,Pretoria,Vacant Land,,,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silverwoods-country-estate/vacant-land/2718417/
buy,AP23961,2 Bedroom Package Home For Sale in Hazeldean,"R5,315,000",Hazeldean,Pretoria,Package Home,2,2.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/hazeldean/package-home/3082336/
buy,AP19113,2 Bedroom Apartment For Sale in Menlyn,"R4,000,000",Menlyn,Pretoria,Apartment,2,2,,,,,Andre Sciocatti,082 930 7386; 012 348 0123,[082 930 7386](https://wa.me/27829307386),,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/menlyn/apartment/850098/
buy,AP23414,7 Bedroom Freehold For Sale in Bela Bela Rural,"R3,950,000",Bela Bela Rural,Bela Bela,Freehold,7,6,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/freehold/2803522/
buy,AP23681,9.80Ha Smallholding For Sale in Bela Bela Rural,"R970,000",Bela Bela Rural,Bela Bela,Smallholding,2,2,,,,,Margaret Horton,078 331 5590; 065 851 0009; 062 568 0285,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009); [062 568 0285](https://wa.me/27625680285),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/smallholding/2961661/
buy,AP23040,6.10Ha Smallholding For Sale in Bela Bela Rural,"R2,550,000",Bela Bela Rural,Bela Bela,Smallholding,9,5,,,,,Margaret Horton,078 331 5590; 065 851 0009,[078 331 5590](https://wa.me/27783315590); [065 851 0009](https://wa.me/27658510009),,https://www.appleproperty.co.za/results/residential/for-sale/bela-bela/bela-bela-rural/smallholding/2381926/
buy,AP23959,2 Bedroom Package Home For Sale in Silver Lakes,"R4,365,000",Silver Lakes,Pretoria,Package Home,2,2.5,,,,,,072 440 1788; 012 348 0123,[072 440 1788](https://wa.me/27724401788),retirement,https://www.appleproperty.co.za/results/residential/for-sale/pretoria/silver-lakes/package-home/3082233/
buy,AP23900,5 Bedroom House For Sale in Blue Valley Golf Estate,"R9,450,000",Blue Valley Golf Estate,Centurion,House,5,5,,,,"1937 Manikie Street, Blue Valley Golf Estate, Centurion",Shogan Naidoo,072 430 6757,[072 430 6757](https://wa.me/27724306757),,https://www.appleproperty.co.za/results/residential/for-sale/centurion/blue-valley-golf-estate/house/3050177/1937-manikie-street/
